Protein Group	SubGroup	Protein	Protein ID	Entry Name	Gene Names	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Unique Stripped Peptides	Summarized Total Spectral Count	Summarized Unique Spectral Count	Summarized Razor Spectral Count	qx017084_EGFP_1 Total Spectral Count	qx017084_EGFP_1 Unique Spectral Count	qx017084_EGFP_1 Razor Spectral Count	qx017084_EGFP_1 Total Intensity	qx017084_EGFP_1 Unique Intensity	qx017084_EGFP_1 Razor Intensity	qx017098_EGFP_2 Total Spectral Count	qx017098_EGFP_2 Unique Spectral Count	qx017098_EGFP_2 Razor Spectral Count	qx017098_EGFP_2 Total Intensity	qx017098_EGFP_2 Unique Intensity	qx017098_EGFP_2 Razor Intensity	qx017108_EGFP_4 Total Spectral Count	qx017108_EGFP_4 Unique Spectral Count	qx017108_EGFP_4 Razor Spectral Count	qx017108_EGFP_4 Total Intensity	qx017108_EGFP_4 Unique Intensity	qx017108_EGFP_4 Razor Intensity	qx017176_NSP2_1 Total Spectral Count	qx017176_NSP2_1 Unique Spectral Count	qx017176_NSP2_1 Razor Spectral Count	qx017176_NSP2_1 Total Intensity	qx017176_NSP2_1 Unique Intensity	qx017176_NSP2_1 Razor Intensity	qx017177_NSP2_2 Total Spectral Count	qx017177_NSP2_2 Unique Spectral Count	qx017177_NSP2_2 Razor Spectral Count	qx017177_NSP2_2 Total Intensity	qx017177_NSP2_2 Unique Intensity	qx017177_NSP2_2 Razor Intensity	qx017178_NSP2_3 Total Spectral Count	qx017178_NSP2_3 Unique Spectral Count	qx017178_NSP2_3 Razor Spectral Count	qx017178_NSP2_3 Total Intensity	qx017178_NSP2_3 Unique Intensity	qx017178_NSP2_3 Razor Intensity	Indistinguishable Proteins
360	a	sp|Q12834|CDC20_HUMAN	Q12834	CDC20_HUMAN	CDC20	499	20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell division cycle protein 20 homolog 	1	0.999	6	13	13	13	2	2	2	1222299	1222299	1222299	1	1	1	528677	528677	528677	2	2	2	1166761	1166761	1166761	3	3	3	778102	778102	778102	4	4	4	1846230	1846230	1846230	1	1	1	376583	376583	376583	
361	a	sp|Q12905|ILF2_HUMAN	Q12905	ILF2_HUMAN	ILF2	390	23	Homo sapiens OX=9606	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 2 	1	0.999	7	10	10	10	2	2	2	909585	909585	909585	2	2	2	4189945	4189945	4189945	0	0	0	0	0	0	6	6	6	5504953	5504953	5504953	0	0	0	0	0	0	0	0	0	0	0	0	
362	a	sp|Q13123|RED_HUMAN	Q13123	RED_HUMAN	IK	557	9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein Red 	1	0.9971	5	4	4	4	0	0	0	0	0	0	2	2	2	2575453	2575453	2575453	1	1	1	633429	633429	633429	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	259889	259889	259889	
363	a	sp|Q13148|TADBP_HUMAN	Q13148	TADBP_HUMAN	TARDBP	414	12	Homo sapiens OX=9606	1:Experimental evidence at protein level	TAR DNA-binding protein 43 	1	0.999	4	4	4	4	1	1	1	412783	412783	412783	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	1063704	1063704	1063704	0	0	0	0	0	0	0	0	0	0	0	0	
364	a	sp|Q13151|ROA0_HUMAN	Q13151	ROA0_HUMAN	HNRNPA0	305	32	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A0 	1	0.999	7	17	11	11	6	4	4	1971850	1346429	1346429	4	3	3	4407950	2620101	2620101	0	0	0	0	0	0	7	4	4	3289863	2112730	2112730	0	0	0	0	0	0	0	0	0	0	0	0	
365	a	sp|Q13185|CBX3_HUMAN	Q13185	CBX3_HUMAN	CBX3	183	36	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromobox protein homolog 3 	1	0.999	7	21	16	21	4	3	4	1316898	1188556	1316898	10	7	10	6512695	6512695	6512695	0	0	0	0	0	0	5	4	5	3465715	3465715	3465715	0	0	0	0	0	0	2	2	2	630347	630347	630347	
366	a	sp|Q13200|PSMD2_HUMAN	Q13200	PSMD2_HUMAN	PSMD2	908	4	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 2 	1	0.999	3	8	8	8	1	1	1	273552	273552	273552	2	2	2	606240	606240	606240	2	2	2	654438	654438	654438	1	1	1	214367	214367	214367	1	1	1	391947	391947	391947	1	1	1	221229	221229	221229	
367	a	sp|Q13247|SRSF6_HUMAN	Q13247	SRSF6_HUMAN	SRSF6	344	17	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 6 	1	0.999	7	10	4	4	0	0	0	0	0	0	6	2	2	7689900	2326292	2326292	0	0	0	0	0	0	2	1	1	4455866	2356650	2356650	0	0	0	0	0	0	2	1	1	4760298	2850899	2850899	
368	a	sp|Q13263|TIF1B_HUMAN	Q13263	TIF1B_HUMAN	TRIM28	835	6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription intermediary factor 1-beta 	1	0.999	4	6	6	6	2	2	2	521736	521736	521736	2	2	2	1752986	1752986	1752986	0	0	0	0	0	0	2	2	2	1633479	1633479	1633479	0	0	0	0	0	0	0	0	0	0	0	0	
369	a	sp|Q13283|G3BP1_HUMAN	Q13283	G3BP1_HUMAN	G3BP1	466	17	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras GTPase-activating protein-binding protein 1 	1	0.999	4	4	4	4	0	0	0	0	0	0	2	2	2	1035879	1035879	1035879	1	1	1	609170	609170	609170	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1107110	1107110	1107110	
370	a	sp|Q13322|GRB10_HUMAN	Q13322	GRB10_HUMAN	GRB10	594	6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Growth factor receptor-bound protein 10 	1	0.999	3	4	4	4	1	1	1	193140	193140	193140	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	583849	583849	583849	1	1	1	366323	366323	366323	1	1	1	653869	653869	653869	
371	a	sp|Q13347|EIF3I_HUMAN	Q13347	EIF3I_HUMAN	EIF3I	325	16	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit I 	1	0.999	3	6	6	6	1	1	1	241474	241474	241474	2	2	2	870976	870976	870976	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	184024	184024	184024	2	2	2	551138	551138	551138	
373	a	sp|Q13427|PPIG_HUMAN	Q13427	PPIG_HUMAN	PPIG	754	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase G 	1	0.999	6	11	11	11	0	0	0	0	0	0	4	4	4	5675456	5675456	5675456	1	1	1	137918	137918	137918	4	4	4	1578052	1578052	1578052	0	0	0	0	0	0	2	2	2	662462	662462	662462	
374	a	sp|Q13428|TCOF_HUMAN	Q13428	TCOF_HUMAN	TCOF1	1488	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Treacle protein 	1	0.999	21	43	43	43	6	6	6	3106948	3106948	3106948	6	6	6	4916474	4916474	4916474	8	8	8	6934361	6934361	6934361	8	8	8	7304022	7304022	7304022	6	6	6	2563622	2563622	2563622	9	9	9	4725342	4725342	4725342	
375	a	sp|Q13435|SF3B2_HUMAN	Q13435	SF3B2_HUMAN	SF3B2	895	10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 3B subunit 2 	1	0.999	7	8	8	8	3	3	3	941532	941532	941532	2	2	2	936535	936535	936535	2	2	2	776262	776262	776262	1	1	1	429552	429552	429552	0	0	0	0	0	0	0	0	0	0	0	0	
376	a	sp|Q13526|PIN1_HUMAN	Q13526	PIN1_HUMAN	PIN1	163	58	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 	1	0.999	6	27	27	27	4	4	4	3004149	3004149	3004149	2	2	2	1573909	1573909	1573909	5	5	5	2837356	2837356	2837356	6	6	6	5311721	5311721	5311721	5	5	5	2898288	2898288	2898288	5	5	5	11954017	11954017	11954017	
377	a	sp|Q13541|4EBP1_HUMAN	Q13541	4EBP1_HUMAN	EIF4EBP1	118	35	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4E-binding protein 1 	1	0.999	3	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	673421	673421	673421	2	2	2	1230878	1230878	1230878	3	3	3	1499383	1499383	1499383	2	2	2	996840	996840	996840	
378	a	sp|Q13572|ITPK1_HUMAN	Q13572	ITPK1_HUMAN	ITPK1	414	16	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inositol-tetrakisphosphate 1-kinase 	1	0.9976	4	3	3	3	2	2	2	447788	447788	447788	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	270691	270691	270691	0	0	0	0	0	0	0	0	0	0	0	0	
379	a	sp|Q13573|SNW1_HUMAN	Q13573	SNW1_HUMAN	SNW1	536	27	Homo sapiens OX=9606	1:Experimental evidence at protein level	SNW domain-containing protein 1 	1	0.999	11	20	20	20	0	0	0	0	0	0	8	8	8	6752466	6752466	6752466	5	5	5	2368864	2368864	2368864	3	3	3	2214846	2214846	2214846	2	2	2	761836	761836	761836	2	2	2	1111227	1111227	1111227	
380	a	sp|Q13595|TRA2A_HUMAN	Q13595	TRA2A_HUMAN	TRA2A	282	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transformer-2 protein homolog alpha 	1	0.999	5	8	4	4	2	1	1	750833	325726	325726	2	1	1	1633486	346415	346415	0	0	0	0	0	0	4	2	2	2115794	1121952	1121952	0	0	0	0	0	0	0	0	0	0	0	0	
381	a	sp|Q13642|FHL1_HUMAN	Q13642	FHL1_HUMAN	FHL1	323	30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Four and a half LIM domains protein 1 	1	0.999	9	21	21	21	5	5	5	2370461	2370461	2370461	5	5	5	5145454	5145454	5145454	3	3	3	1890217	1890217	1890217	2	2	2	1042763	1042763	1042763	3	3	3	1603557	1603557	1603557	3	3	3	3963167	3963167	3963167	
382	a	sp|Q13895|BYST_HUMAN	Q13895	BYST_HUMAN	BYSL	437	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bystin 	1	0.999	2	5	5	5	0	0	0	0	0	0	1	1	1	255379	255379	255379	2	2	2	1538918	1538918	1538918	1	1	1	170226	170226	170226	0	0	0	0	0	0	1	1	1	235466	235466	235466	
383	a	sp|Q14011|CIRBP_HUMAN	Q14011	CIRBP_HUMAN	CIRBP	172	19	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cold-inducible RNA-binding protein 	1	0.999	2	2	2	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	218478	218478	218478	0	0	0	0	0	0	0	0	0	0	0	0	
384	a	sp|Q14061|COX17_HUMAN	Q14061	COX17_HUMAN	COX17	63	85	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase copper chaperone 	1	0.999	8	27	27	27	3	3	3	15077978	15077978	15077978	4	4	4	23283514	23283514	23283514	6	6	6	21566338	21566338	21566338	4	4	4	19936995	19936995	19936995	4	4	4	14603496	14603496	14603496	6	6	6	17551932	17551932	17551932	
385	a	sp|Q14103|HNRPD_HUMAN	Q14103	HNRPD_HUMAN	HNRNPD	355	31	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein D0 	1	0.999	13	35	32	35	8	7	8	4424186	3756804	4424186	11	10	11	7400686	7400686	7400686	1	1	1	329823	329823	329823	13	12	13	9728910	9728910	9728910	1	1	1	491930	491930	491930	1	1	1	624715	624715	624715	
386	a	sp|Q14137|BOP1_HUMAN	Q14137	BOP1_HUMAN	BOP1	746	6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosome biogenesis protein BOP1 	1	0.9979	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	576412	576412	576412	0	0	0	0	0	0	0	0	0	0	0	0	
387	a	sp|Q14142|TRI14_HUMAN	Q14142	TRI14_HUMAN	TRIM14	442	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tripartite motif-containing protein 14 	1	0.999	3	3	3	3	0	0	0	0	0	0	2	2	2	796034	796034	796034	1	1	1	325306	325306	325306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388	a	sp|Q14197|ICT1_HUMAN	Q14197	ICT1_HUMAN	MRPL58	206	23	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Peptidyl-tRNA hydrolase ICT1, mitochondrial "	1	0.9985	4	7	7	7	1	1	1	974613	974613	974613	2	2	2	1975071	1975071	1975071	0	0	0	0	0	0	1	1	1	700376	700376	700376	1	1	1	0	0	0	2	2	2	909274	909274	909274	
389	a	sp|Q14204|DYHC1_HUMAN	Q14204	DYHC1_HUMAN	DYNC1H1	4646	1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoplasmic dynein 1 heavy chain 1 	1	0.9967	5	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	131625	131625	131625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
390	a	sp|Q14241|ELOA1_HUMAN	Q14241	ELOA1_HUMAN	ELOA	798	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongin-A 	1	0.9987	6	7	7	7	1	1	1	430348	430348	430348	1	1	1	889464	889464	889464	2	2	2	1820508	1820508	1820508	0	0	0	0	0	0	2	2	2	670992	670992	670992	1	1	1	265498	265498	265498	
391	a	sp|Q14247|SRC8_HUMAN	Q14247	SRC8_HUMAN	CTTN	550	36	Homo sapiens OX=9606	1:Experimental evidence at protein level	Src substrate cortactin 	1	0.999	17	38	38	38	11	11	11	2718382	2718382	2718382	4	4	4	3404625	3404625	3404625	5	5	5	1566438	1566438	1566438	4	4	4	1261904	1261904	1261904	5	5	5	4427464	4427464	4427464	9	9	9	4818015	4818015	4818015	
392	a	sp|Q14320|FA50A_HUMAN	Q14320	FA50A_HUMAN	FAM50A	339	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM50A 	1	0.999	2	6	6	6	0	0	0	0	0	0	2	2	2	3902376	3902376	3902376	1	1	1	310488	310488	310488	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	4929655	4929655	4929655	
393	a	sp|Q14331|FRG1_HUMAN	Q14331	FRG1_HUMAN	FRG1	258	45	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FRG1 	1	0.999	16	89	89	89	15	15	15	12302702	12302702	12302702	17	17	17	19379528	19379528	19379528	19	19	19	25605262	25605262	25605262	11	11	11	15990154	15990154	15990154	14	14	14	14438440	14438440	14438440	13	13	13	16338687	16338687	16338687	
394	a	sp|Q14444|CAPR1_HUMAN	Q14444	CAPR1_HUMAN	CAPRIN1	709	5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caprin-1 	1	0.999	4	14	14	14	2	2	2	1043295	1043295	1043295	1	1	1	823602	823602	823602	3	3	3	2809230	2809230	2809230	3	3	3	3627755	3627755	3627755	2	2	2	1934226	1934226	1934226	3	3	3	2810761	2810761	2810761	
395	a	sp|Q14498|RBM39_HUMAN	Q14498	RBM39_HUMAN	RBM39	530	53	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 39 	1	0.999	27	186	174	186	33	30	33	59402837	59402837	59402837	31	30	31	96710612	96710612	96710612	36	34	36	66369592	66369592	66369592	29	27	29	55788619	55788619	55788619	24	22	24	34955038	34955038	34955038	33	31	33	61105152	61105152	61105152	
396	a	sp|Q14554|PDIA5_HUMAN	Q14554	PDIA5_HUMAN	PDIA5	519	36	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase A5 	1	0.999	12	22	22	22	3	3	3	1400364	1400364	1400364	7	7	7	2248314	2248314	2248314	2	2	2	806146	806146	806146	3	3	3	1769662	1769662	1769662	2	2	2	829891	829891	829891	5	5	5	3264844	3264844	3264844	
397	a	sp|Q14676|MDC1_HUMAN	Q14676	MDC1_HUMAN	MDC1	2089	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mediator of DNA damage checkpoint protein 1 	1	0.999	7	7	7	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	1698448	1698448	1698448	0	0	0	0	0	0	0	0	0	0	0	0	
398	a	sp|Q14684|RRP1B_HUMAN	Q14684	RRP1B_HUMAN	RRP1B	758	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosomal RNA processing protein 1 homolog B 	1	0.999	3	4	4	4	0	0	0	0	0	0	2	2	2	568764	568764	568764	0	0	0	0	0	0	2	2	2	919714	919714	919714	0	0	0	0	0	0	0	0	0	0	0	0	
400	a	sp|Q14696|MESD_HUMAN	Q14696	MESD_HUMAN	MESD	234	23	Homo sapiens OX=9606	1:Experimental evidence at protein level	LRP chaperone MESD 	1	0.999	4	7	7	7	0	0	0	0	0	0	4	4	4	3714690	3714690	3714690	1	1	1	209790	209790	209790	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2028108	2028108	2028108	
401	a	sp|Q14739|LBR_HUMAN	Q14739	LBR_HUMAN	LBR	615	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Delta(14)-sterol reductase LBR 	1	0.999	5	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	1750886	1750886	1750886	2	2	2	1188034	1188034	1188034	0	0	0	0	0	0	
402	a	sp|Q14807|KIF22_HUMAN	Q14807	KIF22_HUMAN	KIF22	665	25	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin-like protein KIF22 	1	0.999	9	26	26	26	5	5	5	1702030	1702030	1702030	4	4	4	1025660	1025660	1025660	3	3	3	1110974	1110974	1110974	7	7	7	1513240	1513240	1513240	5	5	5	1453877	1453877	1453877	2	2	2	552518	552518	552518	
403	a	sp|Q14978|NOLC1_HUMAN	Q14978	NOLC1_HUMAN	NOLC1	699	21	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar and coiled-body phosphoprotein 1 	1	0.999	16	59	59	59	14	14	14	18479758	18479758	18479758	10	10	10	20015374	20015374	20015374	10	10	10	18172380	18172380	18172380	10	10	10	21074128	21074128	21074128	5	5	5	13588781	13588781	13588781	10	10	10	18629059	18629059	18629059	
404	a	sp|Q15029|U5S1_HUMAN	Q15029	U5S1_HUMAN	EFTUD2	972	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	116 kDa U5 small nuclear ribonucleoprotein component 	1	0.999	4	6	3	3	1	1	1	187196	187196	187196	1	0	0	1855655	0	0	1	0	0	1181719	0	0	2	2	2	656459	656459	656459	0	0	0	0	0	0	1	0	0	886339	0	0	
405	a	sp|Q15056|IF4H_HUMAN	Q15056	IF4H_HUMAN	EIF4H	248	14	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4H 	1	0.999	2	2	2	2	0	0	0	0	0	0	1	1	1	459791	459791	459791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	540268	540268	540268	
406	a	sp|Q15061|WDR43_HUMAN	Q15061	WDR43_HUMAN	WDR43	677	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat-containing protein 43 	1	0.999	4	7	7	7	3	3	3	896280	896280	896280	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	1605620	1605620	1605620	0	0	0	0	0	0	0	0	0	0	0	0	
407	a	sp|Q15084|PDIA6_HUMAN	Q15084	PDIA6_HUMAN	PDIA6	440	32	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase A6 	1	0.999	9	31	31	31	8	8	8	2932478	2932478	2932478	5	5	5	3715915	3715915	3715915	7	7	7	2073430	2073430	2073430	3	3	3	1417165	1417165	1417165	3	3	3	2082553	2082553	2082553	5	5	5	3117517	3117517	3117517	
408	a	sp|Q15181|IPYR_HUMAN	Q15181	IPYR_HUMAN	PPA1	289	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inorganic pyrophosphatase 	1	0.999	3	7	7	7	0	0	0	0	0	0	1	1	1	692589	692589	692589	2	2	2	304815	304815	304815	2	2	2	567357	567357	567357	1	1	1	423382	423382	423382	1	1	1	571470	571470	571470	
409	a	sp|Q15185|TEBP_HUMAN	Q15185	TEBP_HUMAN	PTGES3	160	25	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prostaglandin E synthase 3 	1	0.999	3	8	8	8	2	2	2	1841169	1841169	1841169	2	2	2	1681782	1681782	1681782	0	0	0	0	0	0	1	1	1	1123098	1123098	1123098	2	2	2	2234163	2234163	2234163	1	1	1	1190678	1190678	1190678	
152	a	sp|P24539|AT5F1_HUMAN	P24539	AT5F1_HUMAN	ATP5PB	256	18	Homo sapiens OX=9606	1:Experimental evidence at protein level	"ATP synthase F(0) complex subunit B1, mitochondrial "	1	0.999	5	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1277920	1277920	1277920	2	2	2	1977730	1977730	1977730	4	4	4	3149852	3149852	3149852	
411	a	sp|Q15393|SF3B3_HUMAN	Q15393	SF3B3_HUMAN	SF3B3	1217	9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 3B subunit 3 	1	0.999	8	11	11	11	3	3	3	1077066	1077066	1077066	2	2	2	974060	974060	974060	3	3	3	500053	500053	500053	3	3	3	850756	850756	850756	0	0	0	0	0	0	0	0	0	0	0	0	
412	a	sp|Q15464|SHB_HUMAN	Q15464	SHB_HUMAN	SHB	509	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	SH2 domain-containing adapter protein B 	1	0.9983	4	6	6	6	1	1	1	147362	147362	147362	0	0	0	0	0	0	1	1	1	219329	219329	219329	2	2	2	525310	525310	525310	1	1	1	193625	193625	193625	1	1	1	227130	227130	227130	
413	a	sp|Q15717|ELAV1_HUMAN	Q15717	ELAV1_HUMAN	ELAVL1	326	34	Homo sapiens OX=9606	1:Experimental evidence at protein level	ELAV-like protein 1 	1	0.999	8	16	16	16	4	4	4	1380429	1380429	1380429	3	3	3	1320642	1320642	1320642	0	0	0	0	0	0	9	9	9	4874875	4874875	4874875	0	0	0	0	0	0	0	0	0	0	0	0	
414	a	sp|Q15785|TOM34_HUMAN	Q15785	TOM34_HUMAN	TOMM34	309	25	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM34 	1	0.999	6	5	5	5	0	0	0	0	0	0	1	1	1	613766	613766	613766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	2215138	2215138	2215138	
415	a	sp|Q16527|CSRP2_HUMAN	Q16527	CSRP2_HUMAN	CSRP2	193	67	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cysteine and glycine-rich protein 2 	1	0.999	13	89	89	89	15	15	15	14052692	14052692	14052692	13	13	13	22501902	22501902	22501902	11	11	11	14860986	14860986	14860986	17	17	17	11179468	11179468	11179468	16	16	16	14959397	14959397	14959397	17	17	17	17199966	17199966	17199966	
416	a	sp|Q16629|SRSF7_HUMAN	Q16629	SRSF7_HUMAN	SRSF7	238	24	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 7 	1	0.999	6	12	10	10	1	1	1	626778	626778	626778	4	3	3	5122542	5122542	5122542	1	0	0	960919	0	0	4	4	4	4212201	4212201	4212201	1	1	1	202017	202017	202017	1	1	1	286962	286962	286962	
417	a	sp|Q16630|CPSF6_HUMAN	Q16630	CPSF6_HUMAN	CPSF6	551	23	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 6 	1	0.999	11	40	40	40	6	6	6	2085070	2085070	2085070	11	11	11	8757545	8757545	8757545	3	3	3	2194986	2194986	2194986	6	6	6	5646289	5646289	5646289	4	4	4	2408006	2408006	2408006	10	10	10	2869411	2869411	2869411	
418	a	sp|Q16763|UBE2S_HUMAN	Q16763	UBE2S_HUMAN	UBE2S	222	39	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 S 	1	0.999	5	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1727601	1727601	1727601	
419	a	sp|Q16775|GLO2_HUMAN	Q16775	GLO2_HUMAN	HAGH	308	14	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Hydroxyacylglutathione hydrolase, mitochondrial "	1	0.999	4	7	7	7	1	1	1	365844	365844	365844	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	914717	914717	914717	2	2	2	1021889	1021889	1021889	2	2	2	1085633	1085633	1085633	
821	a	sp|Q2M389|WASC4_HUMAN	Q2M389	WASC4_HUMAN	WASHC4	1173	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	WASH complex subunit 4 	1	0.999	12	16	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	1274721	1274721	1274721	7	7	7	1295151	1295151	1295151	6	5	6	1576689	1576689	1576689	
421	a	sp|Q2NL82|TSR1_HUMAN	Q2NL82	TSR1_HUMAN	TSR1	804	10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-rRNA-processing protein TSR1 homolog 	1	0.999	6	10	10	10	0	0	0	0	0	0	4	4	4	1459321	1459321	1459321	1	1	1	154129	154129	154129	1	1	1	139587	139587	139587	0	0	0	0	0	0	4	4	4	873005	873005	873005	
422	a	sp|Q2TAY7|SMU1_HUMAN	Q2TAY7	SMU1_HUMAN	SMU1	513	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD40 repeat-containing protein SMU1 	1	0.999	2	2	2	2	0	0	0	0	0	0	2	2	2	1125339	1125339	1125339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
423	a	sp|Q2TBE0|C19L2_HUMAN	Q2TBE0	C19L2_HUMAN	CWF19L2	894	13	Homo sapiens OX=9606	1:Experimental evidence at protein level	CWF19-like protein 2 	1	0.999	12	17	17	17	4	4	4	1701146	1701146	1701146	4	4	4	1632356	1632356	1632356	3	3	3	1214274	1214274	1214274	2	2	2	1214140	1214140	1214140	1	1	1	363194	363194	363194	3	3	3	2147966	2147966	2147966	
424	a	sp|Q3MHD2|LSM12_HUMAN	Q3MHD2	LSM12_HUMAN	LSM12	195	10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein LSM12 homolog 	1	0.999	2	7	7	7	1	1	1	390409	390409	390409	1	1	1	577175	577175	577175	1	1	1	265402	265402	265402	1	1	1	299656	299656	299656	1	1	1	315451	315451	315451	2	2	2	1185614	1185614	1185614	
425	a	sp|Q4KMP7|TB10B_HUMAN	Q4KMP7	TB10B_HUMAN	TBC1D10B	808	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	TBC1 domain family member 10B 	1	0.999	5	10	10	10	0	0	0	0	0	0	1	1	1	617065	617065	617065	2	2	2	2986616	2986616	2986616	1	1	1	1039656	1039656	1039656	1	1	1	0	0	0	5	5	5	2438885	2438885	2438885	
1028	a	sp|P15954|COX7C_HUMAN	P15954	COX7C_HUMAN	COX7C	63	14	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Cytochrome c oxidase subunit 7C, mitochondrial "	0.9731	0.999	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1200096	1200096	1200096	1	1	1	854797	854797	854797	1	1	1	521143	521143	521143	
